Group,N_features,Mean_SHAP,Contribution_pct
Financial,14,0.05207181825144219,40.837345573734126
Market,9,0.04102325369518517,32.17250412919552
Sentiment,14,0.03002847306732123,23.549842753336193
Sector,11,0.004386746166519021,3.4403075437341606
