ticker,sector,industry,earnings_date,sentiment_score,financial_quality_score,valuation_score,leverage_score,forecast_score,risk_score_combined,predicted_return,lower_bound,upper_bound,interval_width,sentiment_pct,financial_pct,forecast_pct,valuation_pct,leverage_pct,risk_pct,overall_score,overall_rank_in_sector,peer_count,rank_percentile,recommendation,sector_avg_sentiment,sector_avg_financial_quality,sector_avg_forecast,sector_avg_risk,sector_avg_overall_score,sentiment_vs_sector,financial_vs_sector,forecast_vs_sector,risk_vs_sector,return_20d,market_cap,sector_raw,industry_raw,quarter,forecast_confidence,downside_risk,recommendation_score,quarter_rank,is_top10
GEO,Industrials,Security & Protection Services,2022-10-27,0.4785343342955623,0.1456920074,-16.250534,-110.988,0.1275120862134528,0.3559434293859216,0.0431740671678542,-0.1099014207298233,0.2286856178627037,0.338587038592527,0.8120300751879699,0.5375939849624061,0.9699248120300752,0.5714285714285714,0.3120300751879699,0.3872180451127819,0.681015037593985,16.0,266,0.943609022556391,Hold,0.3129178525257217,-0.0324565641269925,0.0113810186854063,0.4502777931946961,0.5015037593984962,0.1656164817698406,0.1781485715269925,0.0317930484824478,-0.0943343638087744,0.2813642398152869,3611702528.0,Industrials,Security & Protection Services,2022Q4,2.9534416046027188,0.1530754878976775,0.7090277667219059,9.0,True
FDX,Industrials,Integrated Freight & Logistics,2022-12-20,0.376429722467556,0.1205359994,-17.525621,-140.994,0.162894707778547,0.32864790460733,0.0431339481642763,-0.0913898277974614,0.1734056702134885,0.26479549801095,0.6578947368421053,0.4548872180451128,0.9924812030075189,0.5112781954887218,0.225563909774436,0.2819548872180451,0.6221804511278195,55.0,266,0.7969924812030076,Hold,0.3129178525257217,-0.0324565641269925,0.0113810186854063,0.4502777931946961,0.5015037593984962,0.0635118699418343,0.1529925635269925,0.0317529294788699,-0.121629888587366,0.1370857024256362,79160180736.0,Industrials,Integrated Freight & Logistics,2022Q4,3.7764849894602746,0.1345237759617377,0.7068606308842367,10.0,True
TW,Financial Services,Capital Markets,2023-02-02,0.6505604061291299,0.414238002,-21.823753,-1.954,0.10535164063188,0.3253450957899154,0.0284675581497058,-0.1032203513654534,0.1669933123926289,0.2702136637580824,0.9964028776978416,0.9100719424460432,0.8273381294964028,0.039568345323741,0.9892086330935252,0.2805755395683453,0.8169064748201438,1.0,278,1.0,Buy,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.3710853345161837,0.1387317574348848,0.0131477373294825,-0.1255846591284323,0.0459085067626248,21732833280.0,Financial Services,Capital Markets,2023Q1,3.700761409807424,0.1316879095151592,0.7682447843457667,1.0,True
OTIS,Industrials,Specialty Industrial Machinery,2023-02-01,0.6441263509787483,0.1585100016,-15.129546,-72.097,0.1630668801064827,0.3570477511671987,0.024138960618531,-0.0623300213711025,0.0857000233313426,0.1480300447024451,0.9586466165413534,0.6052631578947368,0.9962406015037594,0.6203007518796992,0.4887218045112781,0.3984962406015037,0.7612781954887218,2.0,266,0.9962406015037594,Buy,0.3129178525257217,-0.0324565641269925,0.0113810186854063,0.4502777931946961,0.5015037593984962,0.3312084984530266,0.1909665657269925,0.0127579419331246,-0.0932300420274973,0.0166127433076652,27347441664.0,Industrials,Specialty Industrial Machinery,2023Q1,6.755339746538197,0.0864689819896335,0.7653389971560277,2.0,True
SNY,Healthcare,Drug Manufacturers - General,2023-02-03,0.4622937047794102,0.2391100139999999,-8.459958,-27.372,0.0688032064745337,0.3374304525299527,0.0127540800567883,-0.0853421228883997,0.1000273083793493,0.1853694312677491,0.906040268456376,0.7953020134228188,0.9496644295302014,0.6040268456375839,0.6845637583892618,0.3523489932885906,0.8088926174496645,1.0,298,1.0,Buy,0.254586528118586,-2.4283354503314025,-0.0006302558750859,0.4725668890848757,0.5013422818791946,0.2077071766608241,2.6674454643314025,0.0133843359318742,-0.135136436554923,0.0371576283976271,107073282048.0,Healthcare,Drug Manufacturers - General,2023Q1,5.394603622384628,0.09809620294518799,0.7490142173359774,3.0,True
GOOGL,Communication Services,Internet Content & Information,2023-02-02,0.3747532767405732,0.3758679939999999,-25.18112,-20.026,0.1007343835443345,0.1613572160985984,0.034131507941801,-0.1209646791007613,0.2178611121187358,0.3388257912194971,0.6952380952380952,0.961904761904762,0.9142857142857144,0.1047619047619047,0.8095238095238095,0.1809523809523809,0.7704761904761905,3.0,105,0.9809523809523808,Buy,0.278602079529016,0.1292768957859047,0.0088146396463528,0.3578756329009985,0.5038095238095238,0.0961511972115571,0.2465910982140951,0.0253168682954481,-0.1965184168024,-0.130777776753791,4442127073280.0,Communication Services,Internet Content & Information,2023Q1,2.9513604765456254,0.15509618704256228,0.7370162702231999,4.0,True
MA,Financial Services,Credit Services,2023-01-26,0.4628090550466436,0.92764,-21.745344,-282.059,0.1105002761278099,0.2694722071989752,0.0209479864001168,-0.0832411310270413,0.1063319328050466,0.189573063832088,0.8525179856115108,0.9964028776978416,0.8309352517985612,0.0431654676258992,0.0539568345323741,0.158273381294964,0.7223021582733813,6.0,278,0.9820143884892086,Buy,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.1833339834336974,0.6521337554348849,0.0056281655798935,-0.1814575477193724,-0.0639379684995307,437586067456.0,Financial Services,Credit Services,2023Q1,5.274983190135825,0.1041891174271581,0.7345416525297568,5.0,True
V,Financial Services,Credit Services,2023-01-26,0.5085944205000299,0.592690008,-21.868639,-67.233,0.0647030723831623,0.271416022929095,0.0111950554182342,-0.0965373378390254,0.0764836687812889,0.1730210066203143,0.9100719424460432,0.9892086330935252,0.7194244604316546,0.0359712230215827,0.6726618705035972,0.1618705035971223,0.7733812949640286,3.0,278,0.9928057553956836,Buy,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.2291193488870836,0.3171837634348849,-0.004124765401989,-0.1795137319892527,-0.0210493293790287,618161766400.0,Financial Services,Credit Services,2023Q1,5.779611620124346,0.10773239325725961,0.7299011224129456,6.0,True
BLK,Financial Services,Asset Management,2023-01-13,0.4311955468024916,0.2448799988,-16.666948,-23.635,0.0980304482261931,0.3218293945338917,0.0193374711554908,-0.0624201941158373,0.1348386522420204,0.1972588463578578,0.8057553956834532,0.7266187050359713,0.7949640287769785,0.1007194244604316,0.8669064748201439,0.276978417266187,0.7111510791366906,8.0,278,0.974820143884892,Buy,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.1517204751895454,-0.0306262457651151,0.0040176503352675,-0.1291003603844559,-0.0226528325918492,164796186624.0,Financial Services,Asset Management,2023Q1,5.06945543385376,0.0817576652713281,0.727963800278353,7.0,True
GE,Industrials,Aerospace & Defense,2023-01-24,0.5507213633659531,0.2389980086,-38.04112,-116.527,0.1291394784921581,0.422792911441066,0.0336311383679516,-0.1252367448662961,0.1351871752327409,0.2604239200990371,0.8947368421052632,0.8609022556390977,0.9736842105263158,0.0827067669172932,0.2894736842105263,0.6428571428571429,0.7065789473684211,8.0,266,0.9736842105263158,Buy,0.3129178525257217,-0.0324565641269925,0.0113810186854063,0.4502777931946961,0.5015037593984962,0.2378035108402314,0.2714545727269925,0.0222501196825452,-0.02748488175363,0.0308547015033155,345253511168.0,Industrials,Aerospace & Defense,2023Q1,3.8398783020446343,0.1588678832342477,0.7279636289954916,8.0,True
SYF,Financial Services,Credit Services,2023-01-23,0.3516283248024904,0.218324004,-6.8953424,-72.097,0.1413403320148984,0.399981194413582,0.0462013659629491,-0.1041516071183289,0.2227276633912882,0.3268792705096172,0.6330935251798561,0.6762589928057554,0.8992805755395683,0.8489208633093526,0.4442446043165468,0.5071942446043165,0.6857913669064748,18.0,278,0.9388489208633094,Hold,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.0721532531895441,-0.0571822405651151,0.0308815451427258,-0.0509485605047657,0.0189328082247599,24329660416.0,Financial Services,Credit Services,2023Q1,3.0592240958469805,0.15035297308127799,0.7165687123063821,9.0,True
MSCI,Financial Services,Financial Data & Stock Exchanges,2023-01-31,0.5065375108990946,0.4154000027999999,-26.995047,-72.097,0.077187397193188,0.3977757934355628,0.0170292571891796,-0.0819954858393823,0.1386257634969699,0.2206212493363523,0.9028776978417268,0.9172661870503596,0.7410071942446043,0.0215827338129496,0.4442446043165468,0.4964028776978417,0.7001798561151079,10.0,278,0.9676258992805756,Buy,0.2794750716129462,0.2755062445651151,0.0153198208202232,0.4509297549183477,0.5014388489208633,0.2270624392861484,0.1398937582348848,0.0017094363689563,-0.0531539614827848,-0.0279413020746673,44184920064.0,Financial Services,Financial Data & Stock Exchanges,2023Q1,4.532634414743175,0.0990247430285619,0.7124588529368998,10.0,True
