quarter,Equal_Weight,Full_Universe,Long_Short,ML_Optimized,ML_Score_Weight,Market_Cap_Weight
2022Q1,1.0548650696025372,0.9987459328534245,1.0463556301381227,1.0844937006546194,1.048968865412083,0.9678197403166093
2022Q2,1.0665572920616668,1.016668488314641,1.068920234703566,1.0820266252791735,1.0520164217144772,1.0010515061193526
2022Q3,1.089110566632609,0.9824567193352184,1.175261820995401,1.0851484487586314,1.0762497048264377,1.0156986340419802
2022Q4,1.1962019347921302,1.035092864897002,1.271255931997513,1.204384381933319,1.1809203713864713,1.1311176413519566
2023Q1,1.1954674932713278,1.0063114542546507,1.3030809488744655,1.2100826384855845,1.1789635460379377,1.0860230611358899
