Window,Q1,Q2,Q3,Q4,Monotonic
AR_0,-0.0008860337075869518,-0.0035405732376866434,-0.0027865294118634646,0.003076689869641108,~ Partial
CAR_0_1,-0.0029054133872696043,-0.00391010786579852,-0.0025267585431766265,0.007791723097188683,~ Partial
CAR_1_3,0.0008714382202065919,0.0019219284988085167,0.0020785591037236913,0.004777533614865238,✓ Yes
CAR_1_5,0.0008333883785766966,0.0016336841058490121,0.0008277233460078791,0.0030743069514617945,~ Partial
CAR_1_10,0.00044906926350905157,0.000692548873029931,-0.000971302682697314,-0.0016110643995526659,~ Partial
CAR_minus1_1,-0.001704737757966482,-0.0021678305816334948,-0.002260955008792709,0.008312761874522555,~ Partial
