Window,Q4_mean_CAR,Q1_mean_CAR,Difference,t_stat,t_pvalue,t_sig,mw_pvalue,mw_sig,n_Q4,n_Q1
AR_0,0.0030766898696411088,-0.0008860337075869532,0.003962723577228062,2.727401640885923,0.006400081012128883,***,0.0044514333234493665,***,3439,3439
CAR_0_1,0.007791723097188686,-0.0029054133872696035,0.010697136484458289,5.051816578079618,4.491268598209521e-07,***,1.660013089357888e-06,***,3439,3439
CAR_1_3,0.004777533614865239,0.0008714382202065935,0.0039060953946586457,2.038894779012841,0.04149903946201589,**,0.18247815627922004,,3439,3439
CAR_1_5,0.003074306951461795,0.0008333883785766965,0.0022409185728850985,1.0615704664250487,0.28846841208358065,,0.5146821458111587,,3439,3439
CAR_1_10,-0.0016110643995526674,0.00044906926350905016,-0.0020601336630617175,-0.7586703541530295,0.4480769788720551,,0.2372509472249621,,3439,3439
CAR_minus1_1,0.00831276187452256,-0.0017047377579664802,0.010017499632489041,4.54099087394713,5.695964659869755e-06,***,3.980845094888486e-05,***,3439,3439
